controller,bend_angle_deg,log_csv,n_steps,success,num_failed_steps,num_infeasible_steps,first_failure_k,final_status,final_i_ref,max_i_ref,mean_pred_err_xy_mm,max_pred_err_xy_mm,mean_clearance_mm,min_clearance_mm,mean_tip_vessel_angle_deg,max_tip_vessel_angle_deg,mean_cond_H_beam,max_cond_H_beam,mean_cond_H_mpc,max_cond_H_mpc,mean_sqp_du_final,max_sqp_du_final,mean_sqp_du_rel_final,max_sqp_du_rel_final,mean_curvature_ahead_1pm,max_curvature_ahead_1pm,mean_rollout_steps_used,max_rollout_steps_used,mean_hierarchy_level,max_hierarchy_level,mean_hierarchy_confidence,min_hierarchy_confidence,mean_hierarchy_risk,max_hierarchy_risk,frac_lti,frac_ltv_oneshot,frac_sqp_full,frac_vxy_saturated,frac_wz_saturated,frac_dL_saturated,num_hier_curvature,num_hier_sqp_du_rel,num_hier_clearance,num_hier_beam_cond,num_hier_mpc_cond,num_hier_hard,num_hier_moderate,num_hier_easy,num_hier_escalate,num_hier_downgrade_held,num_hier_downgrade_allowed,num_level_switches,num_rollout_switches,num_solver_switches,unique_rollout_steps,unique_solver_modes,num_rollout_good_increase,num_rollout_bad_tip_angle,num_rollout_bad_low_clearance,mean_sqp_iters_done,max_sqp_iters_done,sum_sqp_iters_done,mean_N_sqp_used,max_N_sqp_used,sum_N_sqp_used,mean_solver_complexity_proxy,sum_solver_complexity_proxy,family,nominal_solver,nominal_rollout,jacobian_model,ablation,Np,score
fixed_lti_rollout1_contact,-30.0,/Users/jackhilton-jones/Proper-Research/run_baseline_lti_rollout1_np5/bend_m30_jac_contact_plant_contact_1_lti_rollout1_Np5_sqp5/log.csv,14,True,0,0,-1,solved,40.0,40.0,0.19005456045145763,0.5173096357668705,3.00020731007588,2.229233330564279,19.03783255399423,28.064865744023408,105.03072762624613,732.0567931453489,4737430.657908814,4952105.340221825,2.4243736104881877,4.686153203020751,6.2587567796393655,81.79016626206892,23.779683297268377,77.6985621902522,1.0,1.0,,,,,,,1.0,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lti,14,0,0,1.0,1.0,14.0,5.0,5.0,70.0,5.0,70.0,fixed_baseline,lti,1.0,contact,,,23.600957344721934
fixed_lti_rollout5_contact,-30.0,/Users/jackhilton-jones/Proper-Research/run_baseline_lti_rollout5_np5/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,6,True,0,0,-1,solved,45.0,45.0,1.1697858053369778,2.2170062920880533,1.6259714800150988,0.9909558490694818,21.194448157290307,27.880316783551592,22473.64725309047,128810.00498196248,5094604.459052849,5856277.740273888,3.7799531527100196,4.685488900908654,14.836533195083781,81.79016626206892,24.28650320411579,77.6985621902522,5.0,5.0,,,,,,,1.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,lti,1,0,2,1.0,1.0,6.0,5.0,5.0,30.0,5.0,30.0,fixed_baseline,lti,5.0,contact,,,11.451706592435874
fixed_ltv_rollout1_contact,-30.0,/Users/jackhilton-jones/Proper-Research/run_baseline_ltv_rollout1_np5/bend_m30_jac_contact_plant_contact_1_ltv_oneshot_rollout1_Np5_sqp5/log.csv,14,True,0,0,-1,solved,41.0,41.0,0.2203639239609483,0.6036229956550907,3.0805049254745596,2.1616451358074076,17.69760643850194,27.89823535279115,889.8935329755576,7490.887132633635,4746253.287874838,5001351.771551188,2.835985069283329,4.599875101866904,6.770976378636694,84.12061583346828,23.779683297268377,77.6985621902522,1.0,1.0,,,,,,,0.0,1.0,0.0,0.0,0.6428571428571429,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ltv_oneshot,14,0,0,1.0,1.0,14.0,5.0,5.0,70.0,5.0,70.0,fixed_baseline,ltv_oneshot,1.0,contact,,,23.804475902332634
fixed_ltv_rollout3_contact,-30.0,/Users/jackhilton-jones/Proper-Research/run_baseline_ltv_rollout3_np5/bend_m30_jac_contact_plant_contact_1_ltv_oneshot_rollout3_Np5_sqp5/log.csv,8,True,0,0,-1,solved,43.0,43.0,0.37307787122680497,1.5097156228441506,1.6750368036795762,0.9930290839223754,22.193028830569475,30.023982208778307,2904.85099266839,10373.104894900842,5142232.584987464,6019827.667715489,3.3442644869219817,4.686725663602759,11.175302470001064,84.12061583346828,23.38741187069186,77.6985621902522,3.0,3.0,,,,,,,0.0,1.0,0.0,0.0,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ltv_oneshot,2,0,4,1.0,1.0,8.0,5.0,5.0,40.0,5.0,40.0,fixed_baseline,ltv_oneshot,3.0,contact,,,15.718977986106555
fixed_sqp_rollout1_contact,-30.0,/Users/jackhilton-jones/Proper-Research/run_baseline_sqp_rollout1_np5/bend_m30_jac_contact_plant_contact_1_sqp_full_rollout1_Np5_sqp5/log.csv,13,True,0,0,-1,solved,41.0,41.0,0.13238111085426535,0.4410290000291591,3.4598499521072674,2.745722480870152,17.71096802951936,30.515694407102004,778.3297712960576,7601.436002958118,4769026.900250674,5027593.85095223,2.5694199317067614,4.6858786113135995,0.30382479652885536,1.0303857064663535,27.862738751138522,77.6985621902522,1.0,1.0,,,,,,,0.0,0.0,1.0,0.0,0.6153846153846154,0.6153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sqp_full,12,0,0,5.0,5.0,65.0,5.0,5.0,65.0,5.0,65.0,fixed_baseline,sqp_full,1.0,contact,,,21.38343223686761
fixed_sqp_rollout1_no_contact_model,-30.0,/Users/jackhilton-jones/Proper-Research/run_baseline_sqp_rollout1_np5_no_contact_model/bend_m30_jac_no_contact_plant_contact_1_sqp_full_rollout1_Np5_sqp5/log.csv,13,True,0,0,-1,solved,41.0,41.0,0.11001438239607501,0.4406708960092882,3.5157435896482054,2.7457224591186025,17.658413034573865,30.51568495812922,11.7231374465563,102.93420352374665,4749592.902743088,4830052.7108396655,1.5310051719885065,4.685878611258633,0.19618412902037274,0.6419546419923553,27.862738751138522,77.6985621902522,1.0,1.0,,,,,,,0.0,0.0,1.0,0.0,0.5384615384615384,0.6923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sqp_full,12,0,0,5.0,5.0,65.0,5.0,5.0,65.0,5.0,65.0,fixed_baseline,sqp_full,1.0,no_contact,,,21.387017056655424
hierarchy_full_contact,-30.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_ablation_full/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,11,True,0,0,-1,solved,42.0,42.0,0.24903046354515118,0.4713547415629303,3.597304175131214,2.7855807583163457,16.398519910195038,27.258886805640767,382.773013528825,857.1731611791049,4792436.054820914,5332867.138192253,2.0394304501055953,4.68587841082804,7.947325022192976,81.79016626206892,26.567222225071987,77.6985621902522,1.5454545454545454,3.0,0.9090909090909091,2.0,0.5454545454545454,0.0,0.45454545454545453,1.0,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.0,0.2727272727272727,0.45454545454545453,0,5,0,0,0,1,4,6,2,3,3,5,3,5,"1,2,3","lti,ltv_oneshot,sqp_full",11,0,0,1.7272727272727273,5.0,19.0,1.7272727272727273,5.0,19.0,1.7272727272727273,19.0,hierarchy,adaptive,,contact,full,,25.837443316659844
hierarchy_full_contact_Np10,-30.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_simple_Np10/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np10_sqp5/log.csv,10,True,0,0,-1,solved,40.0,40.0,0.3134318633045069,0.5155522864454415,2.8835671467929194,1.0082616950315466,14.382293542463694,24.96859640507416,1245.584850564604,3635.429389127949,17120653.03806389,17904957.01413962,4.54581991790958,6.627046464463198,10.389107957313232,99.4042604492699,29.223944447569465,77.6985621902522,1.7,4.0,0.8,2.0,0.6,0.0,0.4,1.0,0.4,0.4,0.2,0.0,0.6,0.4,0,4,0,0,0,1,3,6,1,2,2,3,4,3,"1,2,3,4","lti,ltv_oneshot,sqp_full",9,0,0,1.8,5.0,18.0,1.8,5.0,18.0,1.8,18.0,hierarchy,adaptive,,contact,full,10.0,24.25703857351592
hierarchy_full_contact_Np5,-30.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_simple_Np5/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,11,True,0,0,-1,solved,42.0,42.0,0.24903046354515118,0.4713547415629303,3.597304175131214,2.7855807583163457,16.398519910195038,27.258886805640767,382.773013528825,857.1731611791049,4792436.054820914,5332867.138192253,2.0394304501055953,4.68587841082804,7.947325022192976,81.79016626206892,26.567222225071987,77.6985621902522,1.5454545454545454,3.0,0.9090909090909091,2.0,0.5454545454545454,0.0,0.45454545454545453,1.0,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.0,0.2727272727272727,0.45454545454545453,0,5,0,0,0,1,4,6,2,3,3,5,3,5,"1,2,3","lti,ltv_oneshot,sqp_full",11,0,0,1.7272727272727273,5.0,19.0,1.7272727272727273,5.0,19.0,1.7272727272727273,19.0,hierarchy,adaptive,,contact,full,5.0,25.837443316659844
hierarchy_full_contact_Np8,-30.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_simple_Np8/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np8_sqp5/log.csv,12,True,0,0,-1,solved,40.0,40.0,0.3752080468318177,1.4571431729290236,2.248792656097571,0.997660402813782,20.511609972245196,25.233433262215904,11008.025428064195,63444.36036103594,11792930.50387007,13231265.68177662,3.122830052527163,5.927454635086317,9.34310100092038,104.78358418927684,24.35328703965742,77.6985621902522,1.3333333333333333,2.0,1.4166666666666667,2.0,0.2916666666666667,0.0,0.7083333333333334,1.0,0.16666666666666666,0.25,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.4166666666666667,0,5,4,0,0,5,3,4,4,2,2,6,3,6,"1,2","lti,ltv_oneshot,sqp_full",6,0,4,3.3333333333333335,5.0,40.0,3.3333333333333335,5.0,40.0,3.3333333333333335,40.0,hierarchy,adaptive,,contact,full,8.0,13.52670503616795
hierarchy_full_no_contact_model,-30.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_simple_v1_no_contact_model/bend_m30_jac_no_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,10,True,0,0,-1,solved,40.0,40.0,0.23519986744862967,0.471354064788355,3.6215650114694284,2.785580785022704,17.366533985616403,27.267556587935907,6.405981630054991,10.033192745177226,4704117.66507083,4719137.6290642815,1.8137570660342,4.685878410560239,8.507416735958449,81.79016775981557,29.223944447569465,77.6985621902522,1.7,4.0,0.8,2.0,0.6,0.0,0.4,1.0,0.4,0.4,0.2,0.0,0.2,0.4,0,4,0,0,0,1,3,6,1,2,2,3,4,3,"1,2,3,4","lti,ltv_oneshot,sqp_full",10,0,0,1.8,5.0,18.0,1.8,5.0,18.0,1.8,18.0,hierarchy,adaptive,,no_contact,full,,23.779436716942087
hierarchy_no_curvature_contact,-30.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_ablation_no_curvature/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,11,True,0,0,-1,solved,42.0,42.0,0.24903046354515118,0.4713547415629303,3.597304175131214,2.7855807583163457,16.398519910195038,27.258886805640767,382.773013528825,857.1731611791049,4792436.054820914,5332867.138192253,2.0394304501055953,4.68587841082804,7.947325022192976,81.79016626206892,26.567222225071987,77.6985621902522,1.5454545454545454,3.0,0.9090909090909091,2.0,0.5454545454545454,0.0,0.45454545454545453,1.0,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.0,0.2727272727272727,0.45454545454545453,0,5,0,0,0,1,4,6,2,3,3,5,3,5,"1,2,3","lti,ltv_oneshot,sqp_full",11,0,0,1.7272727272727273,5.0,19.0,1.7272727272727273,5.0,19.0,1.7272727272727273,19.0,hierarchy,adaptive,,contact,no_curvature,,25.837443316659844
hierarchy_no_hessian_contact,-30.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_ablation_no_hessian/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,11,True,0,0,-1,solved,42.0,42.0,0.24903046354515118,0.4713547415629303,3.597304175131214,2.7855807583163457,16.398519910195038,27.258886805640767,382.773013528825,857.1731611791049,4792436.054820914,5332867.138192253,2.0394304501055953,4.68587841082804,7.947325022192976,81.79016626206892,26.567222225071987,77.6985621902522,1.5454545454545454,3.0,0.9090909090909091,2.0,0.5454545454545454,0.0,0.45454545454545453,1.0,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.0,0.2727272727272727,0.45454545454545453,0,5,0,0,0,1,4,6,2,3,3,5,3,5,"1,2,3","lti,ltv_oneshot,sqp_full",11,0,0,1.7272727272727273,5.0,19.0,1.7272727272727273,5.0,19.0,1.7272727272727273,19.0,hierarchy,adaptive,,contact,no_hessian,,25.837443316659844
hierarchy_no_sqp_step_contact,-30.0,/Users/jackhilton-jones/Proper-Research/run_hierarchy_ablation_no_sqp_step/bend_m30_jac_contact_plant_contact_1_lti_rollout5_Np5_sqp5/log.csv,9,True,0,0,-1,solved,41.0,41.0,0.5263242185200151,1.9362917121590533,1.757717349145128,0.9926024082636612,21.151437560036474,30.18144521533741,3878.476138489252,29375.333419796923,5091296.33659426,5761237.3647037875,2.508650687929755,4.686084864443015,9.520948704175346,81.79016626206892,23.17014625182912,77.6985621902522,2.111111111111111,5.0,1.1111111111111112,2.0,0.4444444444444444,0.0,0.5555555555555556,1.0,0.4444444444444444,0.0,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.2222222222222222,0,0,5,0,0,4,1,4,1,1,0,1,4,1,"1,2,3,4,5","lti,sqp_full",3,0,3,3.2222222222222223,5.0,29.0,3.2222222222222223,5.0,29.0,3.2222222222222223,29.0,hierarchy,sqp_full,,contact,no_sqp_step,,7.712898332199363
